post_id,post_date,keyword_group,matched_keywords,post_text,marriage_attitude,coding_note
4720592673311062,2021-12-31 22:21:00,fertility,三孩,【e公司新年献词】抵抗脆弱与不确定的世界相处HAPPYNEWYEAR时光斟酒相送，旅人挥手作别，匆匆忙忙又是一年。这一年风雨未歇，不确定仍然是最大的确定。世间变化年年有，而当我们更愿意用“不确定”来描述当下时，心里夹带的是一丝无处依凭的担忧，一种无可预知的惶恐。曾以为坚固的都可能烟消云散，脆弱成为了最突出的时代症候。新冠疫情的阴霾仍在笼罩全球。尽管疫苗和药物的研发捷报频传，但病毒变种和偶发疫情总令人措手不及，人们似乎习惯了地球村的坍缩，习惯了用健康码做通行证，习惯了行至何处都留下一串数字痕迹。但对远方的想象从未受限，反而变得更加强烈，人们热望着国门打开与世界重逢的那一天，而在此之前，每一个国家、每一座城市都要学着回答，如何用精细化、常态化的方式与病毒共处。被疫情斩断的全球供应链依然显得脆弱。一艘货船搁浅苏伊士运河足以酿成一场世纪塞船事件，造成每小时数亿美元的贸易损失；一颗芯片的短缺按下千万条产线的暂停键，抢货和炒作的疯狂一同席卷制造业；最上游原材料涨价的焦虑穿透企业精打细算的成本表，直抵每家每户的厨房餐桌。气候变化则以更为严峻的面目示人。从年初到年末，寒潮暴雪、高温干旱、骤雨倾盆等极端天气纷至沓来，几乎遍历了每一块大洲。所到之处，能源价格随之剧烈波动，日常生活被大面积停水停电打断，下班的地铁甚至会成为洪水中的“致命列车”。一次次天灾发出振聋发聩的拷问，我们的公共设施是否足够坚韧，我们是否做好准备去守护不再平静的地球？中国对此做出“双碳”的庄严承诺，不仅是对环境问题的直接回应，也成为转型经济发展方式的推动力。我们看到越来越多的绿牌车飞驰在马路上，成片的或零星的光伏发电板在阳光下闪烁，一排排风力发电机站上连绵群山和辽阔大海。但同时，煤炭价格飙升、落后产能出清、局部拉闸限电也成为新旧能源切换中的裂隙。这种阵痛在时刻提醒，虽然碳中和时间表在身后催促，但通往它的路径需要步步扎实，万不可毕其功于一役。努力奔跑不意味着必然加速。在多重复杂因素的扰动下，经济高速增长的时代可能已成过去式。短期的增长失速让各行各业的弊病接连暴露，滚规模上杠杆的房地产企业紧急刹车，一脚迈入寒冬，一边谨慎探底一边艰难求生。在线教育曾经被资本捧得有多高，如今摔得就有多惨，一纸“双减”政策看似突兀，实则早已在内卷化的教育环境中埋下伏笔。“三孩”放开将生育权逐渐交还给人们，但人口负增长的担忧依然隐现。疫情中火爆的线上生活并没有持续下来，互联网公司眼看流量见顶，急需寻找下一个空间，但短视频、直播等新业态在迅速蹿红的同时也潜藏忧患，头部流量过快聚集引得监管规范步步紧跟。与之紧密相关的，资本市场自然少不了跌宕起伏，今年市场风格的轮动变幻令投资者难以捉摸，在众多不确定中寻找机会实属艰难。同样的，技术的发展也并不理所应当地带来进步。媒介作为人的延伸创造联结的可能，但如今的社交媒体环境值得反复叩问。一阵接一阵的流行趋势看似热闹，实则暗藏着一套标准化的生活样板和价值范式，反而在消解多元和想象；信息茧房更让人们困在各自的思想舒适圈，而一旦遇到公共讨论就必有观点撕裂，理性探讨成为奢侈品，碎片化甚至暴力化的表达四处横行。我们惊异地发现，互联网并不是平的，它可能是连绵山丘，造成“不识庐山真面目”的幻像，也可能是时间黑洞，侵吞线下生活的色彩与滋味。移动互联网在短短几年中重塑了世界，新的技术形式也在迫不及待的迭变之中。智能汽车替代手机成为下一个流量入口已经被期待许久，而AR/VR、5G通讯和人工智能等技术则在酝酿着创造一个宇宙。“元宇宙”概念在2021年意外大火，它必将拓展人类的生存维度。但踏入元宇宙之前还有许多功课要做，不仅包括科学技术的精进和伦理法规的完善，更重要的是反思人与世界的关系、自我存在的意义。千丝万缕描摹不完我们的2021。这个世界愈加复杂，而系统的复杂性衍生出脆弱性，牵一发动全身，每个人都不可能在其中独善其身。反过来，抵抗脆弱还是要从系统出发，在断裂和混乱中重建世界的秩序。抗疫和减碳成为全球利益的最大公约数，我们需要再努力一点，关心疫苗药物在全球尤其欠发达地区的公平分配，协同参与国际供应链的修复与重构，同时秉承主人的责任和客人的谦卑守护这颗美丽星球。充满不确定的时代虽然难以预测，但是可以应对。不确定的来源往往是看似宏大而难以把握的外界条件，而坚固不朽的是人性向善的内在特质。只要沿着这条主线思考，我们需要什么样的社会，教育出什么样的小孩，财富实现怎样的分配，科技得到怎样的发挥，什么样的生活可以称之为良善，那么自然不会错过历史的潮流。日历翻篇的这一刻并不会切断任何连续性。向前张望，我们还是难以确定，疫情在2022年能否结束，它究竟有没有终结，又将以何种方式终结。我们也不知道接下来的日子里叹息几声、欢喜几重。但我们可以确定的是，希望不是以一种天降祥瑞般的方式现身，而是当我们变得更灵巧、更坚韧时，恍然发现已经足以应对这个不确定的、脆弱的世界。拥抱2022年吧，她来了！下载e公司app，获取更多上市公司资讯：O网页链接,0,neutral/unclear
4720589836649716,2021-12-31 22:09:00,fertility,三孩,『新华全媒+｜三孩，来了！新药，进了！耗材，降了！——2021，这些“民生热点”值得关注-新华网』O题：三孩，来了！新药，进了！耗材，降了！——2021，这些“民生热点”值得关注,1,neutral/unclear
4720589204096574,2021-12-31 22:07:00,fertility,三孩,【新华全媒+｜三孩，来了！新药，进了！耗材，降了！——2021，这些“民生热点”值得关注-新华网】新华全媒+｜三孩，来了！新药，进了！耗材，降了！——2021，这些“民生热点”值得关注---2021年，哪些与你有关的事儿“上了热搜”？盘点健康领域，三孩生育...O网页链接,1,neutral/unclear
4720588302321036,2021-12-31 22:03:00,fertility,三孩,『新华全媒+｜三孩，来了！新药，进了！耗材，降了！——2021，这些“民生热点”值得关注-新华网』O题：三孩，来了！新药，进了！耗材，降了！——2021，这些“民生热点”值得关注,1,neutral/unclear
4720585034961063,2021-12-31 21:50:00,fertility,三孩,新华全媒+｜三孩，来了！新药，进了！耗材，降了！——2021，这些“民生热点”值得关注-新华网O题：三孩，来了！新药，进了！耗材，降了！——2021，这些“民生热点”值得关注,1,neutral/unclear
4720584090459596,2021-12-31 21:46:00,fertility,三孩,2021年的最后一天这一年，和冰冰有了一个可爱的宝宝由两人世界变为三口之家有新手爸妈带娃的迷茫也有每天半夜醒来喂奶的困顿但看到闺女一天一天的变化看到孩爸爸我的大男孩不辞辛苦为我们娘俩的付出此刻刚喂完奶的我无比的幸福一旁的闺女在熟睡另一边的冰冰在学习原来只要我们三个在一起一切都会变的越来越好的闺女睡了，娃妈妈也要睡啦晚安2021,0,neutral/unclear
4720583998963953,2021-12-31 21:46:00,fertility,三孩,「元旦」文案|圆但快乐#元旦文案##适合元旦发朋友圈的文案##文案夹#—————————————————我是分割线1、圆但快乐。2、一元复始，旭日始旦。3、元旦快乐，不止元旦。4、上元如昼，月色灯山。5、春旦日，三两孩，具闹堂。6、旦愿美好在，岁月常如新。7、元旦别戴帽子，不然会变成完旦。8、山南只剩添衣客，淮北以为旦日新。9、元来辞别旧时日，旦或一屋度新年。10、元月冬风吹动人，旦出云彩亦倾城。11、元旦快乐，新年快乐，一日三餐都快乐。12、接下来是元旦，团聚，新年和好久不见的我们。13、这个元旦，总有一份心动，携璀璨星光护你左右。14、我对于元旦的概念就是，又过了一天，又过了一年。15、元，谓“始”；旦，谓“日”；“元旦”即“初始之日”。16、元旦的浪漫大概就在于，可以在一个有限的夜晚畅想未来无限的可能。17、今年元旦不收礼，其实给点也可以，十块八块不嫌弃，十万八万过得去。18、学生党是不存在跨年和元旦的，我已经感觉到打印机在疯狂给我们准备大礼包了。19、辞旧迎新，元旦又至，有那么多的感慨，有那么多的憧憬，翻开新的一页，也有很多未知的等待。20、飞雪迎春到，已是万家灯火，这个元旦，愿你乘着和煦的春风，朝着灿烂的前景马不停蹄奔腾前进。21、元旦的钟声在天地间激起深沉而宏大的回音，让我们在震天的爆竹声中，以美好的祝愿共同迎接春天。22、他们都送了你好看高级的元旦礼物，我没有。但是我可以从今天开始，坚持不洗头，在新年的第一天，为你下一场雪。23、元旦的那天一定和圆脸的好朋友一起过，预示着2022圆圆满满，团团圆圆，老人说圆脸的女孩不仅旺夫，而且旺好朋友。24、不知什么时候起，我们开始有了“跨年”这个概念，原本平平常常的一天，因为跨越了两个年份，仿佛就有了穿越时空般的仪式感。25、日出日落就是一天，花开花谢就是一年。元旦已至，腊八相随，我把最暖最美的祝福送到你身边：愿你每一天都快乐无边，每一年都幸福平安。26、元旦是一年的开始：新的一年开启新的希望，新的空白承载新的梦想，新的起点指明新的方向，新的祝福谱写新的篇章。祝你元旦快乐，幸福吉祥！,0,neutral/unclear
4720582283497582,2021-12-31 21:39:00,fertility,三孩,【“以房促生”？#多地发放育儿购房补助#】继江苏海安提出三孩家庭“买房奖钱”后，浙江宁波推出了“买房多贷”，各城试图“以房促生”的政策越来越多。为减轻家庭生育成本中的购房支出，一些地区相继推出购房补贴和选房优先等支持政策。后续围绕三孩家庭的住房支持政策还会明显增多。@看看新闻KNEWSL看看新闻KNEWS的微博视频,0,neutral/unclear
4720581649369032,2021-12-31 21:37:00,fertility,三孩,新华全媒｜三孩，来了！新药，进了！耗材，降了！——2021，这些“民生热点”值得关注O题：三孩，来了！新药，进了！耗材，降了！——2021，这些“民生热点”值得关注,0,neutral/unclear
4720578017368866,2021-12-31 21:22:00,fertility,三孩,【“以房促生”？#多地发放育儿购房补助#】继江苏海安提出三孩家庭“买房奖钱”后，浙江宁波推出了“买房多贷”，各城试图“以房促生”的政策越来越多。为减轻家庭生育成本中的购房支出，一些地区相继推出购房补贴和选房优先等支持政策。后续围绕三孩家庭的住房支持政策还会明显增多。L看看新闻KNEWS的微博视频,0,neutral/unclear
4720577887869765,2021-12-31 21:22:00,fertility,三孩,❁12月总结日❁开头说好我今年的最后一个愿望：希望今晚可以看到马嘉祺小朋友的新年祝愿视频谢谢🙏🏻2021年的12月独居的第一个月很舒服很喜欢很安静除了晚上不睡觉的年轻人玩滑板之外一切都是那么美好那么滋润饭很好吃景很好看一直想看好多电影但是月中手机就限流了么法只能看稍微短小但也很有趣的毕设动画很喜欢的画风嗯很喜欢最后在12月快结束的时候发现了我的新爱好盘核桃明晚刷核桃的时候很激烈但是超爱这对小核桃日常被班主任教学主任办公室主任投喂还有糖对不起忘记拍了谢谢我的老师很开心特别是今天的猛塞榴莲酥真的唇齿留香味道好极liao以及我家大姑送的智力乐高很喜欢的蛋糕店和拿抓真的很喜欢！希望我寒假能拼好一个如果真的可以我爱b站快乐源泉2022期待我是特优声2可以dream一个光合边工729北斗翼之声等等等大团建吗孩想看超级想看超级超级超级超级想看说唱新世代2能不能来一次返场我爱懒狗代我爱WolfGong我爱《书院来信》我爱《最后的晚安》我爱《美杜莎庄园》我爱《粒子们》我爱《WeWe》我爱《世界以痛吻我》！然后还有四公吗艾特某飞12月里唯一不足的就是在昨晚整理了两个小时的换寝之后与某位老师协商无果很累很烦很委屈的哭了一场痛彻心扉大骂了一顿学校和某位老师下场就是暴饮暴食眼睛红肿声音嘶哑对不起但是我很爽谢谢即使我今天上班空耳看错表交错材料2021一共大哭痛哭过三次6269231230蛮不错的都印象深刻眼睛红肿喉咙嘶哑好今天是喜欢马嘉祺的第242天依旧喜欢12月依旧喜欢2021依旧喜欢马嘉祺（送上12月唯一的自拍照片嗯）2022年我爱的爱我的皆愿平安健康万事胜意,0,neutral/unclear
4720572309705168,2021-12-31 21:00:00,fertility,三孩,【#中国年鉴2021#Reform改革：感受法治的力量】2021年，中国法治建设成绩斐然。从《民法典》、《数据安全法》、《个人信息保护法》等一系列法律相继实施，再到“三孩”政策实施引发的热烈讨论……一系列改革在2021年发生，我们一起来回顾今年涉及法治的“高频词”。2021wasayearofreform.Let'sreviewsomemajorsocialchangesthattookplaceinChinaovertheyearandthekeywordsemerged.LCGTN的微博视频,0,neutral/unclear
4720617465842295,2021-12-31 23:59:00,fertility,三胎,2021年的最后一天，冷，降温了好几天。今年压力和动力并存，我的成长比想象中快！是有收获的，我很感谢这一年的自己。无数次累到自问“我为什么要那么辛苦？”然后回家以后看到梨总站在楼梯口看着我，喵喵得打个滚，一切都有了答案——为了自己想要的生活。梨总和花猪健康地长大，我也放弃了养“三胎”的奢望（梨总不让）我的朋友仍旧在我身边，够了，谢谢2021。2022，变成更好的自己吧。（上一条亲友说我秃了怒换照片）,0,neutral/unclear
4720617208944550,2021-12-31 23:58:00,fertility,三胎,2021的最后，感谢以下cp给我带来的快乐希望2022离婚的能复婚，分手的能复合，热恋的能结婚，已婚的能三胎，多多麦麸，多多放药,-1,explicit negative/rejecting
4720613480203560,2021-12-31 23:43:00,fertility,三胎,自媒体的未来就是“屌丝进城”又拿到命题作文，写写自媒体的趋势。幕僚长的答案很简单，未来的自媒体会进入人皆IP的时代，每个人都会在自媒体上有个人设，作为线下真实生活的投影，有点像“数字双胞胎”，一一对应。所以自媒体的趋势，就是社会发展趋势的映射，那么翻开时代的画卷，改变人们生活轨迹的社会大趋势是什么？是城市化，是屌丝进城。自媒体上，也会迎来这么一波“屌丝进城”的过程。中国网民接近9亿并且还在不断增长，未来这帮人都要跨过互联网的篱笆，进入人人自媒体，就像他们当年乘着绿皮火车奔向城市一样。数量远比质量重要，未来的自媒体就是得屌丝者得天下，围绕屌丝心智展开一场争夺战。想争取屌丝服务屌丝，就要从他们的需求特点入手。一、我要土嗨。单从数量来看也会明白，“屌丝进城”的基本盘肯定带有农村青年、小镇青年的基因。他们注册了新手账号，来到互联网这个花花世界，简直就是刘姥姥进了大观园，各种好玩的内容琳琅满目，那么最令他们喜欢的是什么呢？肯定是洋气包装包裹着乡村内核的内容或者产品，这才能在城市的白月光下勾起他们心底村头那条弯弯的小河呀。你反着包也行，反正屌丝也分不清，但是无论怎么弄，土洋结合的审美才有未来，你的内容需要下沉、下沉、再下沉，你弄什么高大上的资产阶级情调，不会有市场。二、我要奋斗。不要小看屌丝，屌丝都是有追求要当英雄的，好不容易踏进城市的大门，不干出点事业怎么面对父老乡亲？我可是村里百年一遇的奇才。自媒体的未来就是要服务这些屌丝的雄心壮志，早来城市的大哥教他们怎么买房，早当老板的大佬教他们怎么做买卖，早当上CEO的总裁教他们怎么搞权术，你有多高的高度不重要，重要的是要做到专业，屌丝能听得懂的专业，而且要具体有可操作性。能用视频就别用文字，能短就不要长，屌丝大爷将军赶路，没耐心听你鬼扯。三、我要正义。屌丝来到互联网大观园，看到很多好东西，但也不免看到一些不那么好的社会真相。这时候他们时而愤怒，怒发冲冠，时而感动，热泪盈眶。咱不能只关注屌丝的现实成长，还要关怀他们的精神世界，自媒体的趋势就是深度挖掘这些能带动屌丝情绪的感人故事，屌丝在网络上伸张了正义，你要能抓住这个趋势，那这个成功可不是一星半点，现在已经有很多这种大号，形象比雷风还高大，以后会有更多雷风。四、我要抱团。到了后期，屌丝来互联网走了一遭，知识也付费了，货也买了，情绪也得到了满足，可是钱袋子空虚了，竹篮打水一场空，不免凄凉。这时候就要乘上社群的东风，给屌丝在互联网上弄个家弄个精神港湾，各种red圈、mi圈、鹅圈圈它一波，私域流量再来一波，未来趋势是IP集群，意思就是各种IP抱团，组成空天地一体联合收割机，屌丝被割得也舒服，毕竟也算找到了组织，乐不思蜀。总结：你问我自媒体的未来趋势是什么，我只能告诉你服务“屌丝进城”就是趋势，一切围绕这个展开。你问我怎么知道得这么清楚，因为幕僚长也是进城的屌丝呀，只是来得稍微早一点，我是真心觉得屌丝在城市有希望，真诚想服务屌丝，我在自媒体上的目标就是把我自己怎么打工打成老板，怎么买房买成房东的经验分享给晚来的兄弟姐妹，自媒体上互相扶持站起来，我们失去的只有枷锁，得到的将是整个互联网世界！,0,neutral/unclear
4720613091182195,2021-12-31 23:42:00,fertility,三胎,1月我剪了短发重新开始2月参加幼儿园的爬山活动一起聚餐3月和爱人好友度过了25岁生日4月今年第一次去桃花源5月可爱的龙凤胎侄儿侄女出生，给我们带来很多欢乐6月沁忆上岸，三五好友聚餐7月8月和两个小家伙度过了非常充实的暑假9月度过了人生中第一个教师节10月第一次和涛哥去叠石花谷，粉色花海甚美11月小朋友们举行冬季运动会12月酉阳下了超级大的雪，我高兴得像个孩子。,0,neutral/unclear
4720612762984525,2021-12-31 23:40:00,fertility,三胎,#产妇羊水栓塞医护合力跑赢死神#今年夏天我老家邻居嫂嫂生三胎剖腹产生后三天左右也是因为栓塞没抢救过来几分钟就没了好凶险好凶险留下三个孩子一家人挂横幅在医院下跪哎,0,neutral/unclear
4720612507911801,2021-12-31 23:39:00,fertility,三胎,2021年度总结今年低开高走。年头的时候生完孩子找工作，当时真的是怀疑人生，为什么社企对女性的要求这么苛刻。刚生完一胎就怕二胎。还是我做习惯了那种模式变地太挑了不适应普遍企业?还不赖，刚好旧同事介绍到这边工作了，做的是大货业务。这年的工作好像就是结合了毕业出来时三年学习的业务经验和三年的跟单经验，才能胜任。让我觉得之前遇到的每一次困难都变成了我的垫脚石让我可能在这边可以好好生存。虽然工作内容很痛苦很棘手很操心，但是也给予了我们很大自由发挥。我有了较高的工作成就感，这是我的得着。很感谢每个配合和帮忙的朋友同事，大家努力主动地去做好一件事。很感恩，我在年底将要毕业了，不知道年后会如何，但是我也很期望以后也是叠加的幸运。一切都发生都是有关联的。,0,neutral/unclear
4720611626324914,2021-12-31 23:36:00,fertility,三胎,#陌北生活放映厅#ppt-log11.我愿称之为「2021年终总结」|关于变化/关于成长/关于我的每一天其实我不是一个善于总结的人但在三天前的那个深夜，伴随着emo突然感叹：啊，今年确实很多变化，也不容易啊不过收获到的美好和治愈，确实更多我为自己做了一些决定，奔波于城市之间室友有了自己的小家庭，真为她感到开心朋友二胎雪纳瑞，超可爱，搞得我也想养狗老爸生日又做了蛋糕，我手艺比去年好了决定收拾妥当这些零碎的美好片段，一起带进2022新的一年，多更视频，身体健康，幸福快乐，一起加油加油加加油噢L陌北拾光的微博视频,0,neutral/unclear
